,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
838,1085,PLA2G10,ENSG00000069764,0.04830269515514374,0.08370331793795004,0.7824003631298813,1,0
740,974,CLDN18,ENSG00000066405,0.0479942262172699,0.08376527110051239,0.7824003631298813,1,0
5852,8183,WTIP,ENSG00000142279,0.04451185464859009,0.08417509369676456,0.7824003631298813,1,0
10520,16449,LINC03042,ENSG00000196166,0.0443500354886055,0.0841999834952009,0.7824003631298813,1,0
2311,3144,ARRDC2,ENSG00000105643,0.041899003088474274,0.08487426258625229,0.7824003631298813,1,0
10037,15380,CDCA2,ENSG00000184661,0.041627272963523865,0.08499960706801174,0.7824003631298813,1,0
4173,5767,XRCC3,ENSG00000126215,0.04150526970624924,0.0850184216457175,0.7824003631298813,1,0
11388,19933,OR52I1,ENSG00000232268,0.040985628962516785,0.08527589190430557,0.7824003631298813,1,0
8908,13080,ATPAF2,ENSG00000171953,0.040113840252161026,0.08579272358684184,0.7824003631298813,1,0
1716,2286,KCTD17,ENSG00000100379,0.03959827125072479,0.08605208705047808,0.7824003631298813,1,0
10152,15592,INKA1,ENSG00000185614,0.039293259382247925,0.0862676491010074,0.7824003631298813,1,0
11686,22986,MIR4676,ENSG00000266719,0.0389828085899353,0.08650272671059783,0.7824003631298813,1,0
842,1089,PIGB,ENSG00000069943,0.03888233006000519,0.08661090865013864,0.7824003631298813,1,0
8979,13214,OR10H5,ENSG00000172519,0.03858350217342377,0.08682122074115163,0.7824003631298813,1,0
4643,6461,FMO5,ENSG00000131781,0.038521669805049896,0.08688503301284708,0.7824003631298813,1,0
11003,17337,ARMCX6,ENSG00000198960,0.038426876068115234,0.08699040603165571,0.7824003631298813,1,0
10635,16674,ZNG1C,ENSG00000196873,0.03816511482000351,0.08718545802035019,0.7824003631298813,1,0
7608,10963,CIP2A,ENSG00000163507,0.03797328472137451,0.08738406911357557,0.7824003631298813,1,0
8659,12624,ZNF35,ENSG00000169981,0.03792548179626465,0.08742575963840102,0.7824003631298813,1,0
11266,18736,LINC01588,ENSG00000214900,0.037826187908649445,0.08754450513154856,0.7824003631298813,1,0
9119,13450,MUC13,ENSG00000173702,0.03756209462881088,0.08779847831452559,0.7824003631298813,1,0
